Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Вес (с упаковкой),Управление,Цвет,Общий объем,Количество скоростей,Импульсный режим,Материал корпуса,Количество кувшинов,Скорость (макс.),Материал кувшина,Объем одного кувшина,Измельчитель льда,Звукопоглощающий кожух,Турборежим
https://cdn.entero.ru/mp@2x/6c/ec/6cecfcd121ae64e3679bd163a3250f86.jpg,Контейнер Vitamix VM058989 2 л,Контейнер Vitamix VM058989 2 л,0,RUB,Нет,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/106815,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106815""><b class=""b"">Vitamix VM058989 </b></a>используется совместно с блендерами <a href=""https://entero.ru/search.php?text=+The+Quiet+One"">The Quiet One</a> и <a href=""https://entero.ru/search.php?text=vitamix+T%26G+2"">T&G 2</a> в барах, кафе и ресторанах с большой проходимостью посетителей. Модель оснащена крышкой и мерной шкалой. Аксессуар выполнен из тритана.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 2 л</li>
<li>Рабочий: 1,4 л</li>
</ul>
</li>
<li>Цвет: желтый</li>
</ul>",106815,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/33/4c/334c28a899dce8e9e2df36ffd8aedde1.jpg,Контейнер Vitamix VM058990 2 л,Контейнер Vitamix VM058990 2 л,0,RUB,Нет,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/106816,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106816""><b class=""b"">Vitamix VM058990 </b></a>используется совместно с блендерами <a href=""https://entero.ru/search.php?text=+The+Quiet+One"">The Quiet One</a> и <a href=""https://entero.ru/search.php?text=vitamix+T%26G+2"">T&G 2</a> в барах, кафе и ресторанах с большой проходимостью посетителей. Модель оснащена крышкой и мерной шкалой. Аксессуар выполнен из тритана.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 2 л</li>
<li>Рабочий: 1,4 л</li>
</ul>
</li>
<li>Цвет: оранжевый</li>
</ul>",106816,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/a7/6d/a76d158e035265ad98230306ffc3f735.jpg,Стакан JAU для HBH-550,Стакан JAU для HBH-550,0,RUB,Нет,JAU,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/362372,"<p>Стакан <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/362372""><b class=""b"">JAU</b></a> предназначен для совместного использования с блендером <a href=""https://entero.ru/item/83210"" target=""_blank"">HBH-550</a> на предприятиях общественного питания и торговли.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 230х185х235 мм</li>
<li>Вес: 0,7 кг</li>
</ul>",362372,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/2b/64/2b64e6aa9e3eb9a06b0e2adfe31c2d09.jpg,Нож для контейнера Vitamix VM001152,Нож для контейнера Vitamix VM001152,0,RUB,Нет,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/106790,"<p>Нож <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106790"">Vitamix VM001152</a></b> используется совместно с контейнером 2 л для блендера <a href=""https://entero.ru/search.php?text=блендер+vitamix+XL"">Vita-Prep 3</a> в барах, кафе и ресторанах с большой проходимостью посетителей. Аксессуар выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 70x70x50 мм</li>
</ul>",106790,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/97/70/9770908807f3e0d8eff3c6849a784e22.jpg,Нож для контейнера Vitamix VM015941,Нож для контейнера Vitamix VM015941,0,RUB,Нет,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/106632,"<p>Нож <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106632"">Vitamix VM015941</a></b> используется совместно с контейнером 2 л для блендера <a href=""https://entero.ru/search.php?text=блендер+vitamix+XL"">XL</a> в барах, кафе и ресторанах с большой проходимостью посетителей. Аксессуар выполнен из нержавеющей стали.</p>",106632,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/00/7a/007ab798cca5a0feb07df5b2ddb08b06.jpg,Контейнер Vitamix VM058624 2 л,Контейнер Vitamix VM058624 2 л,0,RUB,Нет,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/106812,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106812""><b class=""b"">Vitamix VM058624</b></a> используется совместно с блендерами <a href=""https://entero.ru/search.php?text=+Vita-Prep+3+"">Vita-Prep 3</a> в барах, кафе и ресторанах с большой проходимостью посетителей. Модель оснащена ножом для колки льда и крышкой. Аксессуар выполнен из тритана.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 2 л</li>
</ul>",106812,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/4e/79/4e791266484505c05499f90791847886.jpg,Контейнер Vitamix VM058984 2 л,Контейнер Vitamix VM058984 2 л,0,RUB,Нет,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/106818,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106818""><b class=""b"">Vitamix VM058984 </b></a>используется совместно с блендерами <a href=""https://entero.ru/item/91961"">BarBoss Advance</a> и <a href=""https://entero.ru/search.php?text=Drink+Machine+Advance"">Drink Machine Advance</a> в барах, кафе и ресторанах с большой проходимостью посетителей. Модель оснащена крышкой и мерной шкалой. Аксессуар выполнен из тритана.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 2 л</li>
<li>Рабочий: 0,9 л</li>
</ul>
</li>
<li>Цвет: голубой</li>
</ul>",106818,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/ae/19/ae19fc4a84317ab8fff5da65a135bb94.jpg,Контейнер Vitamix VM058669 2 л,Контейнер Vitamix VM058669 2 л,0,RUB,Нет,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/106808,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106808""><b class=""b"">Vitamix VM058669 </b></a>используется совместно с блендерами <a href=""https://entero.ru/search.php?text=+The+Quiet+One"">The Quiet One</a> и <a href=""https://entero.ru/search.php?text=vitamix+T%26G+2"">T&G 2</a> в барах, кафе и ресторанах с большой проходимостью посетителей. Модель оснащена крышкой и мерной шкалой. Аксессуар выполнен из тритана.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 2 л</li>
<li>Рабочий: 1,4 л</li>
</ul>
</li>
</ul>",106808,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/59/06/59065d1c36ee98da088300bcfcd843e3.jpg,Контейнер Vitamix VM058985 2 л,Контейнер Vitamix VM058985 2 л,0,RUB,Нет,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/106819,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106819""><b class=""b"">Vitamix VM058985 </b></a>используется совместно с блендерами <a href=""https://entero.ru/item/91961"">BarBoss Advance</a> и <a href=""https://entero.ru/search.php?text=Drink+Machine+Advance"">Drink Machine Advance</a> в барах, кафе и ресторанах с большой проходимостью посетителей. Модель оснащена крышкой и мерной шкалой. Аксессуар выполнен из тритана.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 2 л</li>
<li>Рабочий: 0,9 л</li>
</ul>
</li>
<li>Цвет: желтый</li>
</ul>",106819,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/0a/d1/0ad1ce80c783d6cccdd0eed2fb7d08e5.jpg,Контейнер Vitamix VM058986 2 л,Контейнер Vitamix VM058986 2 л,0,RUB,Нет,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/106820,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106820""><b class=""b"">Vitamix VM058986 </b></a>используется совместно с блендерами <a href=""https://entero.ru/item/91961"">BarBoss Advance</a> и <a href=""https://entero.ru/search.php?text=Drink+Machine+Advance"">Drink Machine Advance</a> в барах, кафе и ресторанах с большой проходимостью посетителей. Модель оснащена крышкой и мерной шкалой. Аксессуар выполнен из тритана.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 2 л</li>
<li>Рабочий: 0,9 л</li>
</ul>
</li>
<li>Цвет: оранжевый</li>
</ul>",106820,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/ac/7e/ac7e4c076dc98e495f10eb0dcaad084b.jpg,Контейнер Vitamix VM058987 2 л,Контейнер Vitamix VM058987 2 л,0,RUB,Нет,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/106821,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106821""><b class=""b"">Vitamix VM058987 </b></a>используется совместно с блендерами <a href=""https://entero.ru/item/91961"">BarBoss Advance</a> и <a href=""https://entero.ru/search.php?text=Drink+Machine+Advance"">Drink Machine Advance</a> в барах, кафе и ресторанах с большой проходимостью посетителей. Модель оснащена крышкой и мерной шкалой. Аксессуар выполнен из тритана.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 2 л</li>
<li>Рабочий: 0,9 л</li>
</ul>
</li>
<li>Цвет: фиолетовый</li>
</ul>",106821,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/07/ae/07ae391ca9cbe0fa41ae5716c0dbbb39.jpg,Нож для контейнера Vitamix VM015897,Нож для контейнера Vitamix VM015897,0,RUB,Нет,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/106628,"<p>Нож <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106628""><b class=""b"">Vitamix VM15897</b></a> используется совместно с контейнером 5,7 л для блендера <a href=""https://entero.ru/search.php?text=блендер+vitamix+XL"">XL</a> в барах, кафе и ресторанах с большой проходимостью посетителей. Аксессуар выполнен из нержавеющей стали.</p>",106628,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/dd/b3/ddb3cc47a4e842707143fed5ffc5d302.jpg,Крышка внешняя Waring WR026281-V,Крышка внешняя Waring WR026281-V,0,RUB,Нет,Waring,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/363570,"<p>Внешняя крышка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/363570"">Waring WR026281-V</a></b> предназначена для совместного использования с блендерами серии <a href=""https://entero.ru/search.php?text=Waring+BB180"" target=""_blank"">BB180</a> на предприятиях общественного питания, торговли и в домашних условиях. </p>

<ul>
</ul>",363570,,,,,,,,,,,0,https://entero.ru/manuals/470906/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Waring%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/1d/13/1d13c4563ccc52ecad186e54c2f9b3da.jpg;https://cdn.entero.ru/mp@2x/0d/2d/0d2da2d887599fc27a87aba4d117f050.jpg,Крышка внутренняя Waring WR026282-E,Крышка внутренняя Waring WR026282-E,0,RUB,Нет,Waring,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/363568,"<p>Внутренняя крышка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/363568"">Waring WR026282-E</a></b> предназначена для совместного использования с блендерами серии <a href=""https://entero.ru/search.php?text=Waring+BB180"" target=""_blank"">BB180</a> на предприятиях общественного питания, торговли и в домашних условиях. Изделие выполнено из пластика.</p>

<ul>
</ul>",363568,,,,,,,,,,,0,https://entero.ru/manuals/470904/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Waring%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/e2/ea/e2ea9eaa17ac75f4a5fb8a7e517521c7.jpg,Нога в сборе VIATTO VA-НM-265-3-1-3-9 для блендера VA-HM-265 (поз.3-1+3-2-9),Нога в сборе VIATTO VA-НM-265-3-1-3-9 для блендера VA-HM-265 (поз.3-1+3-2-9),5289,RUB,Нет,VIATTO,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/349811,"<p>Нога в сборе <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349811""><b class=""b"">VIATTO VA-НM-265-3-1-3-9</b></a> используется совместно с моделями ручных блендеров <a href=""https://entero.ru/item/215821"">VA-HM-265</a> и <a href=""https://entero.ru/item/253847"">VA-HM-265WH</a> на предприятиях общественного питания и в домашних условиях. </p>",349811,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/bd/7c/bd7c1b26dead44ba515e83a098a5af99.jpg,Контейнер Vitamix VM058626 2 л,Контейнер Vitamix VM058626 2 л,28056,RUB,Нет,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/106797,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106797""><b class=""b"">Vitamix VM058626</b></a> используется совместно с блендерами <a href=""https://entero.ru/search.php?text=+Vita-Prep+3+"">Vita-Prep 3</a> в барах, кафе и ресторанах с большой проходимостью посетителей. Модель оснащена ножом для жидкостей, крышкой и мерной шкалой. Аксессуар выполнен из тритана.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 2 л</li>
</ul>",106797,,,,,,,,,,,0,,29847,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/00/5e/005eef9085bd48948eb3f4db10d25b4e.jpg,Нож FIMAR FR150/2150-P/I,Нож FIMAR FR150/2150-P/I,3961,RUB,Нет,FIMAR,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/339274,"<p>Нож <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/339274"">FIMAR FR150/2150-P/I</a> </b>используется совместно с блендером <a href=""https://entero.ru/item/51291"" target=""_blank"">FR150I</a> для взбивания соусов, муссов, фруктовых, молочных или алкогольных коктейлей со льдом, для перемешивания и измельчения фруктов и овощей на предприятиях общественного питания и торговли. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 50х18 мм</li>
</ul>",339274,,,,,,,,,,,0,,5014,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/cc/e0/cce0cb407e0cca689bad4821625a3792.jpg;https://cdn.entero.ru/mp@2x/a8/50/a850ac1ce88f25b091ee4a505e18405c.jpg;https://cdn.entero.ru/mp@2x/42/99/429968ced1dace2189d6dcb5e400bcb3.jpg,Контейнер для блендера CB-787A/B ProBar CB-787A/B-4 с крышкой прозрачный / черный,Контейнер для блендера CB-787A/B ProBar CB-787A/B-4 с крышкой прозрачный / черный,4374,RUB,Нет,,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/315058,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315058""><b class=""b"">Probar CB-787A/B-4</b></a> используется совместно с блендерами серии CB-787 для измельчения пищевых продуктов на предприятиях общественного питания и торговли. Модель оснащена дугообразной рукояткой, ножевым узлом, мерной шкалой и съемной крышкой. Емкость выполнена из полупрозрачного полимера, крышка – из черного пластика.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Масса нетто: 1 кг</li>
<li>Объем: 2 л</li>
</ul>",315058,,,,,,,,,,,0,,5334,,,,,,,,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Стакан в сборе для блендера FIMAR CO9175 для CS1107,Стакан в сборе для блендера FIMAR CO9175 для CS1107,7862,RUB,Нет,FIMAR,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/203810,"<p>Стакан <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203810""><b class=""b"">FIMAR CO9175 </b></a> используется совместно с блендерами <a href=""https://entero.ru/item/124536"">EasyLine CS1107</a> на предприятиях общественного питания и торговли.</p>",203810,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/68/75/68755753548aecccd0820c6ca5b2afc8.jpg,Стакан для блендера Hamilton Beach HBB255-CE (без крышки),Стакан для блендера Hamilton Beach HBB255-CE (без крышки),15351,RUB,Нет,Hamilton Beach,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/346489,"<p>Стакан <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346489""><b class=""b"">Hamilton Beach</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346489""><b class=""b"">HBB255-CE</b></a> применяется совместно с блендерами <a href=""https://entero.ru/item/161557"" target=""_blank"">HBB255-CE</a>, <a href=""https://entero.ru/item/161597"" target=""_blank"">HBB255S-CE</a>, <a href=""https://entero.ru/item/148073"" target=""_blank"">HBH455-CE</a>, <a href=""https://entero.ru/item/161604"" target=""_blank"">HBF510</a> и <a href=""https://entero.ru/item/161610"" target=""_blank"">HBF510S</a> на предприятиях общественного питания и торговли. Изделие изготовлено из поликарбоната.</p>

<p><span style=""color:#cc0000;"">В комплект поставки не входит рекмкомплект и крышка.</span></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 1,4 л</li>
<li>Габариты: 175x175x310 мм</li>
<li>Вес: 0,89 кг</li>
</ul>",346489,,,,,,,,,,,0,,16506,,,,,,,,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Чаша блендера с крышкой DAZHENG LHH-BS-608 E9Z cup set with blade,Чаша блендера с крышкой DAZHENG LHH-BS-608 E9Z cup set with blade,12302,RUB,Нет,,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/369737,"<p>Чаша блендера с крышкой <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/369737""><b class=""b"">DAZHENG LHH-BS-608</b></a> предназначена для совместного использования с блендером <a href=""https://entero.ru/item/226482"">LHH-E9Z</a> на предприятиях общественного питания, торговли и в домашних условиях. </p>

<ul>
</ul>",369737,,,,,,,,,,,0,,13228,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/d0/ae/d0ae044062dd250a665cea8145a686d4.jpg,Кувшин Hamilton Beach 6126-755,Кувшин Hamilton Beach 6126-755,16761,RUB,Нет,Hamilton Beach,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/279966,"<p>Кувшин <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/279966"">Hamilton Beach 6126-755</a></b> предназначен для совместного использования с блендерами <a href=""https://entero.ru/item/69505"" target=""_blank"">HBH750-CE</a> и <a href=""https://entero.ru/item/124786"" target=""_blank"">HBH755-CE</a> в кафе, ресторанах, на предприятиях фаст-фуда и в домашних условиях. Модель оснащена ножками и крышкой без отверстия. Изделие выполнено из ударопрочного поликарбоната.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 2 л</li>
<li>Размер: 215x185x230 мм</li>
</ul>",279966,,,,,,,,,,,0,,17643,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/f2/79/f279b9206e63df63af579bc8a75fd3e8.jpg,Нож для контейнера Vitamix VM001151,Нож для контейнера Vitamix VM001151,17848,RUB,Нет,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/106802,"<p>Нож <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106802"">Vitamix VM001151</a></b> используется совместно с блендерами <a href=""https://entero.ru/search.php?text=блендер+vitamix+XL"">Vita-Prep 3</a> и <a href=""https://entero.ru/search.php?text=vitamix+Drink+Machine"">Drink Machine</a> для колки льда в барах, кафе и ресторанах с большой проходимостью посетителей. Аксессуар выполнен из закаленной стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 90x90x125 мм</li>
</ul>",106802,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/99/a1/99a17218422c79b11c57937487be6da5.jpg;https://cdn.entero.ru/mp@2x/2e/03/2e038a2469e2ea21cebe49a202e0423c.jpg,Ножевой узел для блендера CB-699 ProBar CB-699-2,Ножевой узел для блендера CB-699 ProBar CB-699-2,3854,RUB,Нет,,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/315062,"<p>Ножевой узел <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315062"">Probar CB-699-2</a></b> используется совместно с блендерами серии CB-699 для измельчения пищевых продуктов на предприятиях общественного питания и торговли. Модель оснащена резьбовым креплением. Ножи выполнены из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Масса нетто: 0,137 кг</li>
</ul>",315062,,,,,,,,,,,0,,4878,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/ab/16/ab16be06fd7ab10f23f433336e896e80.jpg,Контейнер Vitamix VM016016 2 л,Контейнер Vitamix VM016016 2 л,10563,RUB,Нет,Vitamix,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/106827,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106827""><b class=""b"">Vitamix VM016016 </b></a>используется совместно с блендерами <a href=""https://entero.ru/search.php?text=The+Quiet+One"">The Quiet One</a> в барах, кафе и ресторанах с большой проходимостью посетителей. Аксессуар выполнен из тритана.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 2 л</li>
<li>Рабочий: 1,4 л</li>
</ul>
</li>
<li>Размеры: 330x230x190 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого объема.</span></em></p>",106827,,,,,,,,,,,0,,11482,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/73/b5/73b5dff8c62e3188596b1f60231df5b8.jpg,Кувшин Hamilton Beach 6126-250,Кувшин Hamilton Beach 6126-250,13500,RUB,Нет,Hamilton Beach,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/37634,"<p>Кувшин <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37634"">Hamilton Beach 6126-250</a></b> предназначен для блендера HBB250. Съемный дозатор на крышке позволяет добавлять ингредиенты в процессе приготовления. Изделие выполнено из поликарбоната.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 1,25 л</li>
</ul>",37634,,,,,,,,,,,0,https://entero.ru/manuals/136280/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Hamilton%20Beach%202020.pdf,,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/bb/db/bbdbc58337fef477e9e1beb54bfcfb3b.jpg,Кувшин Hamilton Beach 6126-450,6126-450-CE 63497,14256,RUB,Нет,Hamilton Beach,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/37635,"<p>Кувшин <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37635"">Hamilton Beach 6126-450</a></b> предназначен для блендера HBH450. Съемный дозатор на крышке позволяет добавлять ингредиенты в процессе приготовления. Изделие выполнено из поликарбоната.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 1,4 л</li>
</ul>",37635,,,,,,,,США,,,0,https://entero.ru/manuals/136282/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Hamilton%20Beach%202020.pdf,,,,,,,,,,,,,,пластик,1.4 л,,,
https://cdn.entero.ru/mp@2x/b5/38/b5385734c89b43167dfae0c260a3380f.jpg;https://cdn.entero.ru/mp@2x/15/cf/15cffb61357ad1608779d1ea8ea92882.jpg;https://cdn.entero.ru/mp@2x/50/8c/508cef81d7e84d835858b832923992f0.jpg;https://cdn.entero.ru/mp@2x/d3/07/d3077055db7c791f678668882597c472.jpg;https://cdn.entero.ru/mp@2x/fd/b1/fdb18399dec3a343ade5c3bc00726a5d.jpg;https://cdn.entero.ru/mp@2x/0f/da/0fda846ba6e7f4ca38b481b79a608d78.jpg;https://cdn.entero.ru/mp@2x/37/5f/375fbdf35c2baa3b05a165ff5036892e.jpg,Кувшин Hamilton Beach 6126-HBF600,Кувшин Hamilton Beach 6126-HBF600,19580,RUB,Нет,Hamilton Beach,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/64076,"<p>Кувшин <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64076"">Hamilton Beach 6126-HBF600</a></b> предназначен для блендеров серии HBF. Съемный дозатор на крышке позволяет добавлять ингредиенты в процессе приготовления. Изделие выполнено из поликарбоната.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 1,8 л</li>
<li>Размеры: 184х184х260 мм</li>
<li>Вес: 1,4 кг</li>
</ul>",64076,,,,,,,,,,,0,https://entero.ru/manuals/136286/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Hamilton%20Beach%202020.pdf,21283,,,,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/29/fb/29fb04687bd9d03ce81d7d81dc8d0005.jpg,Ополаскиватель стаканов для блендера Hamilton Beach BCR100,Ополаскиватель стаканов для блендера Hamilton Beach BCR100,24111,RUB,Нет,Hamilton Beach,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/108337,"<p>Ополаскиватель стаканов для блендера <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108337"">Hamilton Beach BCR100</a></b> используется совместно с блендарами в кафе, ресторанах, на предприятиях фаст-фуда. Ополаскиватель устанавливается в раковине с помощью 4-х ножек-присосок и активируется нажатием на установленный вверх дном стакан. Форсунка выполнена из нержавеющей стали, база - из поликарбоната. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем стакана: до 2 л</li>
<li>Размер: 160х160х133 м</li>
<li>Вес: 0,4 кг</li>
</ul>",108337,,,,,,,,,,,0,https://entero.ru/manuals/136262/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Hamilton%20Beach%202020.pdf,25650,,,,,,,,,,,,,,,,,
