Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Объем,Вес (с упаковкой),Цвет,Подключение к водопроводу,Индикатор уровня воды,Заваривание чая/кофе,Камбузное оборудование
https://cdn.entero.ru/mp@2x/92/47/92475d29f1dac81d2d763d96ed5c557a.jpg,Водонагреватель Enigma AM-10.8L Black,148240,13407,RUB,Нет,Enigma,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/117848,"<p>Прибор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117848""><b class=""b"">Enigma AM-10.8L</b></a> предназначен для быстрого нагрева воды, которая используется для приготовления чая, кофе, быстрорастворимых каш и других продуктов быстрого приготовления на предприятиях общественного питания, торговли и в офисах. Модель оснащена электронной панелью управления со светодиодным цифровым дисплеем, краном для розлива и каплесборником. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система автоматического заполнения водой защищает от ""сухого хода""</li>
<li>Система автоматического контроля температуры</li>
<li>Уровень водонепроницаемости IPX3</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: черный</li>
</ul>",117848,проточно-накопительный,220 В,2.5 кВт,185 мм,285 мм,685 мм,,Китай,,,0,https://entero.ru/manuals/119643/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Enigma%20AM-10.8L.pdf;https://entero.ru/manuals/506596/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,14573,,,65 л/ч,10.8 л,,черный,Да,,,
https://cdn.entero.ru/mp@2x/50/eb/50eb63f9bced2a7eef0b908941ddc106.jpg,Электрокипятильник VIATTO VA-WB15CW,Электрокипятильник VIATTO VA-WB15CW,17127,RUB,Нет,VIATTO,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/210806,"<p>Электрокипятильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/210806""><b class=""b"">VIATTO VA-WB15CW</b></a> предназначен для непрерывного автоматического подогрева питьевой воды до 100 °C на предприятиях общественного питания и торговли, а также в дошкольных, общеобразовательных и медико-санитарных учреждениях. Модель оснащена электронной панелью управления с дисплеем, краном и каплесборником. Бак и корпус выполнены из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 435х240х740 мм</li>
</ul>",210806,проточный,220 В,,185 мм,295 мм,685 мм,,Китай,,,0,https://entero.ru/manuals/308498/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-WB15CW.pdf,,,7.15 кг,40 л/ч,15 л,,нерж. сталь,Да,,,
https://cdn.entero.ru/mp@2x/ee/a8/eea845f29befd5d9f858809f4f5a724c.jpg,Кипятильник проточный EKSI LXC03,Кипятильник проточный EKSI LXC03,18451,RUB,Нет,EKSI,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/359307,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/359307"">EKSI LXC03</a></b> предназначен для непрерывного нагрева воды и последующего поддержания ее в горячем состоянии на предприятиях общественного питания и торговли. Модель оснащена индикаторами нагрева, низкого уровня воды и окончания работы.</p>",359307,проточный,220 В,3 кВт,190 мм,240 мм,655 мм,5.4 кг,Китай,1,248x723x404 мм,0,https://entero.ru/manuals/461456/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20LXC03.docx,,,4.4 кг,50 л/ч,12 л,,,,Да,,
https://cdn.entero.ru/mp@2x/35/5e/355e22b379d780bde8fc2adf6b26005d.jpg,Кипятильник CuisinAid CD-WB-10L 10 л,Кипятильник CuisinAid CD-WB-10L 10 л,22238,RUB,Нет,,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/309595,"<p>Кипятильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/309595""><b class=""b"">CuisinAid CD-WB-10L </b></a>предназначен для подогрева воды и приготовления горячих напитков на предприятиях общественного питания и торговли, в офисах, на мероприятиях с организацией шведского стола, а также в домашних условиях. Модель оснащена краном для розлива и сенсорной панелью управления с цифровым дисплеем.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Регулировка температуры </li>
<li>Регулировка длительности работы</li>
<li>Цифровая индикация температуры</li>
<li>Светодиодные индикаторы активации нагрева, достижения заданной температуры, недостатка воды и предупреждения о неисправностях</li>
<li>Символьные светодиодные индикаторы питания и таймера</li>
<li>Простое управления благодаря интуитивно понятному интерфейсу</li>
<li>Подставка для тары с каплесбоником</li>
<li>Компактные габариты и малый вес для удобства транспортировки</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Габариты подставки: 190х125х40 мм</li>
<li>Габариты крана: 90х130 мм</li>
</ul>",309595,проточно-накопительный,220 В,2.5 кВт,195 мм,270 мм,570 мм,,Китай,,,0,,23408,,5 кг,35 л/ч,10 л,,черный,Да,Да,,
https://cdn.entero.ru/mp@2x/0f/db/0fdb3c58ba4cd23f15592b826e15d577.jpg;https://cdn.entero.ru/mp@2x/d8/6d/d86da38aaa4080666b371be46f75b1a4.jpg,Бак электрический Термаль БЭ-25/3,БЭ 25/3 / БЭ-25/ 65655,25579,RUB,Нет,Термаль,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/83432,"<p>Электрический бак <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83432"">Термаль БЭ-25/3</a></b> предназначен для кипячения воды на предприятиях общественного питания и торговли, в детских и медико-санитарных учреждениях. Принцип действия кипятильника основан на нагреве воды трубчатыми электронагревателями.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция аварийного отключения режима нагрева в случае выкипания воды</li>
<li>Регулировка и поддержание температуры воды на заданном уровне</li>
<li>Индикатор включения в работу</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 27,7 л</li>
<li>Полезный: 25 л</li>
</ul>
</li>
<li>Наименьшее количество воды для нагрева или кипячения: 4 л</li>
<li>Время закипания: 50 мин.</li>
<li>Потребление электроэнергии на нагрев воды до кипения: 2,48 кВт/ч</li>
<li>Длина соединительного шнура: 2,2 м</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",83432,накопительный,220 В,2 кВт,295 мм,410 мм,546 мм,,Россия,,,0,https://entero.ru/manuals/58355/%D0%A1%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D0%BE-%D1%8D%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.jpg;https://entero.ru/manuals/58356/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg,,,6.4 кг,,25 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/b1/c5/b1c5239f552cc2991d7b09a618d9ea92.jpg;https://cdn.entero.ru/mp@2x/7d/24/7d24e710a9a2212dc66f6a90dea1677d.jpg,Кипятильник ATESY Самсон КНЭ-17,Кипятильник Самсон КНЭ-17-01,96266,RUB,Нет,ATESY,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/120800,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120800"">ATESY Самсон КНЭ-17</a></b> используется на предприятиях общественного питания и торговли для непрерывного приготовления кипятка для варки гарниров, овощей, сосисок, пельменей и других продуктов питания, а также для заваривания и приготовления горячих напитков, стерилизации кухонной и столовой посуды, столовых приборов. Модель оснащена 2 модулями: генератором кипятка и накопителем, где накапливается и подогревается до требуемой температуры кипяченая вода. Все элементы, включая ТЭН генератора кипятка, выполнены из пищевой легированной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Генератор кипятка - кипячение воды до 100 °С</li>
<li>Накопитель кипятка - поддержание температуры воды до 99 °С</li>
<li>Автоматическое поддержание установленной температуры в накопителе кипятка</li>
<li>Отдельные нагревательные элементы для накопителя и генератора кипятка</li>
<li>Аварийный слив - сырая вода сбрасывается в канализацию при отказе автоматики</li>
<li>Цифровая индикация температуры кипятка</li>
<li>Каплесборник исключает попадание кипятка на столешницу</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. производительность кипятка: 210 чашек/час</li>
<li>Диапазон регулировки температуры в накопителе​: от 80 до 99 °С</li>
<li>Мощность:
<ul>
<li>Нагревательный элемент генератора кипятка: 3 кВт</li>
<li>Нагревательный элемент накопителя: 1 кВт</li>
</ul>
</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Минимальный размер заказа - 5 шт. и более.</span></em></p>",120800,проточно-накопительный,220 В,3 кВт,380 мм,525 мм,760 мм,32 кг,Россия,1,440x500x835 мм,0,https://entero.ru/manuals/134201/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20ATESY%20%D0%A1%D0%B0%D0%BC%D1%81%D0%BE%D0%BD%20%D0%9A%D0%9D%D0%AD-17.pdf;https://entero.ru/manuals/125090/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A1%D0%B0%D0%BC%D1%81%D0%BE%D0%BD%20%D0%9A%D0%9D%D0%AD-17.pdf;https://entero.ru/manuals/125092/%D0%93%D0%B0%D0%B1%D0%B0%D1%80%D0%B8%D1%82%D0%BD%D1%8B%D0%B9%20%D1%87%D0%B5%D1%80%D1%82%D0%B5%D0%B6%20ATESY%20%D0%A1%D0%B0%D0%BC%D1%81%D0%BE%D0%BD%20%D0%9A%D0%9D%D0%AD-17.pdf;https://entero.ru/manuals/281435/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,103512,,30 кг,,17 л,,нерж. сталь,Да,,,
https://cdn.entero.ru/mp@2x/6a/aa/6aaab2f92b39bb70779bcfe7f96dc13a.jpg,Кипятильник Marco Ecosmart PB10 HD,Ecosmart PB10 Hi Deck / 1000678,151609,RUB,Нет,Marco,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/83515,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83515"">Marco Ecosmart PB10 HD</a></b> используется на предприятиях общественного питания и торговли, в офисах и гостиницах для нагрева большого количества воды. Модель оснащена кнопкой для дозирования воды и каплесборником. Залив воды осуществляется автоматически. Бойлер выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный контроль функционирования</li>
<li>Точность и стабильность температуры</li>
<li>Регулировка температуры</li>
<li>Режим Ecomode - кипячение 1/2 объема</li>
<li>Моментальная подача воды</li>
<li>LCD-дисплей</li>
<li>Простота и удобство чистки</li>
<li>Стильный дизайн</li>
<li>Низкое энергопотребление</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 156 порций/час</li>
<li>Высота излива: 215 мм</li>
<li>Габариты в упаковке: 310x470x840 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",83515,проточный,220 В,2.8 кВт,210 мм,464 мм,675 мм,,Ирландия,,,0,https://entero.ru/manuals/58554/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Marco%20Ecosmart%20PB10%20HD%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/58553/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/58552/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/58551/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Marco%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,14.5 кг,28 л/ч,10 л,,нерж. сталь,Да,,,
https://cdn.entero.ru/mp@2x/e0/d6/e0d6d5a1d4d5313e679567fa583905d9.jpg,Кипятильник электрический ROAL CP10,Кипятильник электрический ROAL CP10,5094,RUB,Нет,ROAL,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/315040,"<p>Электрический кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315040"">ROAL CP10</a></b> используется на предприятиях общественного питания и торговли для нагрева воды и последующего поддержания ее заданной температуры. Модель оснащена терморегулятором. Корпус выполнен из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр емкости: 240 мм </li>
</ul>",315040,накопительный,220 В,1.5 кВт,340 мм,355 мм,445 мм,5 кг,Китай,1,345x340x490 мм,0,https://entero.ru/manuals/378795/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20CP10.pdf,,,3.8 кг,,7 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/a8/29/a829474fec0d44cb725f2dd7fa3b5faa.jpg;https://cdn.entero.ru/mp@2x/25/ca/25cac92a99718fb2d5571b7e6f6a40f3.jpg;https://cdn.entero.ru/mp@2x/33/27/3327853c439e667e199d33a43d51d757.jpg;https://cdn.entero.ru/mp@2x/15/b6/15b6ea8a14944bbb0aaa0120b81e0d6e.jpg;https://cdn.entero.ru/mp@2x/f8/61/f86189de151161962969b0be522c2f53.jpg;https://cdn.entero.ru/mp@2x/06/aa/06aa5dbdcfd9a4b7952e3850b0bba4ed.jpg;https://cdn.entero.ru/mp@2x/7a/a0/7aa0e9961dfbd7a5132615dae49d9a16.jpg;https://cdn.entero.ru/mp@2x/4f/96/4f964d3f2ca25d16ebb7423b87cd8af2.jpg;https://cdn.entero.ru/mp@2x/ad/0b/ad0b8c4d2098717f25498465a764203e.jpg;https://cdn.entero.ru/mp@2x/ba/4f/ba4febc0a3fbfb39c060ad6074f86feb.jpg;https://cdn.entero.ru/mp@2x/a5/67/a567e47cd3b3100c5b6edadeab86afbe.jpg;https://cdn.entero.ru/mp@2x/4a/9d/4a9d90cdce3e785c95a013d359d5fae3.jpg;https://cdn.entero.ru/mp@2x/1e/b9/1eb9cad0c4079fea30a489da9ad10f8d.jpg,Электрокипятильник Foodatlas WB-6L,Электрокипятильник Foodatlas WB-6L,5143,RUB,Нет,Foodatlas,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/344961,"<p>Электрокипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344961"">Foodatlas WB-6L</a></b> используется на предприятиях общественного питания и торговли для нагрева воды и последующего поддержания заданной температуры. Встроенная защита от перегрева и автоматическое отключение гарантируют безопасное использование. Модель оснащена краном для розлива и крышкой с рукояткой. Корпус выполнен из высококачественной нержавеющей стали, отличающейся прочностью, долговечностью и устойчивостью к коррозии.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защита от сухого пуска</li>
<li>Закрытый способ установки ТЭНа</li>
<li>Регулировка температуры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки температуры: от 0 °С до 100 °C</li>
<li>Частота: 50 Гц</li>
</ul>",344961,накопительный,220 В,1.8 кВт,220 мм,220 мм,420 мм,3 кг,Китай,1,300x300x420 мм,0,https://entero.ru/manuals/420625/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20WB-6L.pdf;https://entero.ru/manuals/420626/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Foodatlas.pdf,,,3 кг,,6 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/cb/27/cb275e0de41a7b27a7ba364681328d48.jpg,Электрокипятильник Foodatlas HLB-15.3L,Электрокипятильник Foodatlas HLB-15.3L,6528,RUB,Нет,Foodatlas,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/287460,"<p>Электрокипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287460"">Foodatlas HLB-15.3L</a></b> используется на предприятиях общественного питания и торговли для нагрева воды и последующего поддержания ее заданной температуры. Модель оснащена термоконтроллером, краном для розлива и крышкой с рукояткой. Корпус и соприкасающиеся с водой компоненты выполнены из высококачественной нержавеющей стали, основание, рукоятка и внешняя облицовка крана – из прочного полипропилена, упаковка – картонная коробка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плотная фиксация крышки 2 защелками</li>
<li>Смотровое окно для контроля уровня воды</li>
<li>Водозащищенная кнопка включения</li>
<li>Терморучки</li>
<li>Защита от сухого пуска</li>
<li>Индикатор нагрева, сигнализирующий о необходимости включить прибор при остывании жидкости</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный диапазон: от 0 до 100 °C</li>
<li>Габариты в упаковке: 350x350x515 мм</li>
</ul>",287460,накопительный,220 В,2.5 кВт,290 мм,290 мм,460 мм,,Китай,,,0,https://entero.ru/manuals/363927/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HLB-15.3L.pdf;https://entero.ru/manuals/363928/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,9067,,3.26 кг,,15.3 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/2b/f0/2bf0e8dddd5f138509bfd032fd4dab8d.jpg,Водонагреватель Enigma ML-15D+temperature control,148235,7270,RUB,Нет,Enigma,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/117839,"<p>Прибор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117839""><b class=""b"">Enigma ML-15D</b></a> предназначен для быстрого нагрева воды, которая используется для приготовления чая, кофе, быстрорастворимых каш и других продуктов быстрого приготовления на предприятиях общественного питания, торговли и в офисах.</p>

<p>Основание оснащено защитным кольцом, позволяющим передвигать кипятильник по поверхности прилавка не оставляя царапин. Цельный корпус выполнен из нержавеющей стали 201, внутренняя отделка - из нержавеющей стали 304, кран для розлива - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сигнальные индикаторы нагрева и поддержания в горячем состоянии</li>
<li>Терморегулятор</li>
<li>Выключатель ""вкл. / выкл.""</li>
<li>Двойные стенки корпуса для предотвращения ожога</li>
</ul>

<p><br>
<em>* Размеры указаны без учета длины ручек.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>

<p> </p>",117839,накопительный,220 В,1.5 кВт,310 мм,310 мм,465 мм,,Китай,,,0,https://entero.ru/manuals/119630/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Enigma%20ML-15D.pdf;https://entero.ru/manuals/506585/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,9566,,,,16 л,,нерж. сталь,,Да,,
https://cdn.entero.ru/mp@2x/26/17/26172402928dce0a1382ab14db1fe71d.jpg,Кипятильник электрический ROAL DTL-20D,Кипятильник электрический ROAL DTL-20D,7566,RUB,Нет,ROAL,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/297427,"<p>Электрокипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297427"">ROAL DTL-20D</a></b> используется на предприятиях общественного питания и торговли для нагрева воды и последующего поддержания ее заданной температуры. Модель оснащена трубчатым электронагревателем, краном для розлива и крышкой с рукояткой. Корпус и соприкасающиеся с водой компоненты выполнены из высококачественной нержавеющей стали марки SUS 201, основание и рукоятки – из черного пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Двойные стенки для энергосбережения и минимизации нагрева наружной поверхности </li>
<li>Плотная фиксация крышки поворотом</li>
<li>Индикатор уровня воды</li>
<li>Светодиодные индикаторы питания и нагрева</li>
<li>Закрытый ТЭН </li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки температуры: от 30 до 110 °C</li>
<li>Диапазон поддержания температуры: от 85 до 95 °C</li>
<li>Диаметр емкости: 315 мм</li>
</ul>",297427,накопительный,220 В,2 кВт,,,,,Китай,,,0,https://entero.ru/manuals/359063/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20DTL-20D.pdf,8901,,,,,,"нерж. сталь, черный",,Да,,
https://cdn.entero.ru/mp@2x/5e/43/5e43afce80565a38a3cf5767e35f3281.jpg;https://cdn.entero.ru/mp@2x/e2/5b/e25b61bd6526c0a3c259428659ae0e45.jpg;https://cdn.entero.ru/mp@2x/d1/8b/d18b556c2b70b0e293a98e35aa7662fe.jpg;https://cdn.entero.ru/mp@2x/38/e0/38e0b432341cd091a670b4eebdb70490.jpg;https://cdn.entero.ru/mp@2x/0d/57/0d577605f7b5d91aa0f71f0948fab742.jpg;https://cdn.entero.ru/mp@2x/85/01/850106d74078fafd5c58ea9fd14025d5.jpg;https://cdn.entero.ru/mp@2x/3b/c8/3bc8aaa9053654279a3cef3591e504dc.jpg,Кофеварка-перколятор Hurakan HKN-PCR10,163132,7673,RUB,Нет,Hurakan,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/94261,"<p>Кофеварка-перколятор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94261"">Hurakan HKN-PCR10</a> </b>используется на предприятиях общественного питания и торговли для для приготовления и раздачи кофе и чая, нагрева большого количества воды. Модель оснащена индикатором нагрева, встроенным термостатом и защитой от перегрева. Корпус, стенки и внутренние элементы выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двойные стенки лучше сохраняют тепло</li>
<li>Низкая теплопроводность ручек</li>
<li>Фиксация крышки поворотом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Поддержание температуры: 88 °С</li>
<li>Мощность дополнительного нагревательного элемента: 0,12 кВт</li>
</ul>",94261,накопительный,220 В,0.95 кВт,290 мм,290 мм,495 мм,3 кг,Китай,1,290x300x510 мм,0,https://entero.ru/manuals/413936/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-PCR10.pdf;https://entero.ru/manuals/413937/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-PCR10.pdf;https://entero.ru/manuals/413938/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454980/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-PCR10.pdf;https://entero.ru/manuals/495272/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,3.6 кг,,6 л,,нерж. сталь,,Да,Да,
https://cdn.entero.ru/mp@2x/88/f8/88f8dc2ff64856c042a182a0d42d9e27.jpg;https://cdn.entero.ru/mp@2x/4d/46/4d461a9a72196cad1770cb4e495a2dc9.jpg,Кипятильник Rosso WB-20A,Кипятильник Rosso WB-20A,7987,RUB,Нет,Rosso,Профоборудование,Тепловое,Кипятильники,https://entero.ru/item/77998,"<p>Кипятильник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/77998"">Rosso WB-20A</a></b> предназначен для подогрева воды на предприятиях общественного питания и торговли. Настольная модель оснащена закрытым ТЭНом, защитой от сухого хода и термостатом, что позволяет довести воду до кипения и затем снизить ее температуру до необходимого безопасного уровня, что особенно важно при использовании на предприятиях с самообслуживанием. Корпус выполнен из нержавеющей стали, ручки - из термоизоляционного материала, позволяют переносить кипятильник без риска получения ожога.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 310х310х523 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",77998,накопительный,220 В,2.5 кВт,265 мм,265 мм,550 мм,,Китай,,,0,https://entero.ru/manuals/50963/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20WB-20A.pdf;https://entero.ru/manuals/50964/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Rosso%20WB-20A.jpg;https://entero.ru/manuals/50965/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,3.6 кг,,20 л,,нерж. сталь,,Да,,
